R1	72,962	26,579	49,989
R2	77,131	24,807	49,989
R3	79,216	24,807	54,534
B1	25,825	24,390	62,553
B2	65,997	24,390	50,043
B3	68,866	26,829	46,915
G1	66,218	22,514	48,118
G2	75,047	22,514	48,118
G3	66,218	26,266	52,930
